auctionNo;auctionUniqueId;organization;auctionId;auctionStart;auctionEnd;auctionName;auctionVal;comparativePrice;winnerOffer;currency;invitationsCount;registeredParticipantsCount;activeParticipantsCount;winner;auctionType;category;subcategory;itemsCount;offerChangesCount;extensionsCount;country;percentageReductionMinStep;savingComparison
9595;198-116-6553;116;6553;9.10.2019 12:30;18.10.2019 15:00;Náhradní díly č;Jednotlivé položky;58100;64668;CZK;1;4;4;4028;poptavka;Stroje, zařízení, nástroje, nářadí;Čerpadla a kompresory;2;10;0;Česká republika;0,1;-0,113046472
9596;198-116-6552;116;6552;9.10.2019 12:23;18.10.2019 15:00;Náhradní díly č;Jednotlivé položky;0;560;CZK;46;6;6;4646;poptavka;Stroje, zařízení, nástroje, nářadí;Čerpadla a kompresory;1;8;0;Česká republika;0,1;0
9597;100-45-1462;45;1462;14.10.2019 10:00;20.10.2019 18:00;Cenová poptávka;Jednotlivé položky;102714,076;83333,18;EUR;7;9;9;5978;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;5;46;0;Česká republika;0;0,188687829
9598;1105-60-3096;60;3096;17.10.2019 8:00;21.10.2019 8:00;Nástroje pro ob;Jednotlivé položky;77081,685;8775;CZK;43;21;21;7890;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;11;194;0;;0,1;0,886159728
9599;1120-36-3037;36;3037;18.10.2019 14:58;21.10.2019 8:58;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;15;28;28;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;10;174;0;;0,1;0
9600;1105-60-3098;60;3098;17.10.2019 10:00;21.10.2019 9:00;Nástroje pro ob;Jednotlivé položky;25332,615;9236,146;CZK;41;26;26;10874;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;15;353;0;;0,1;0,635404951
9601;162-1-10211;1;10211;15.10.2019 8:45;21.10.2019 10:00;Prehliadka a op;Celková nabídka účastníka;0;2935,5;EUR;3;1;1;2339;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;1;0;Slovenská republika;0,1;0
9602;636-1-3434;1;3434;15.10.2019 13:00;21.10.2019 10:06;Svítidla+zdroje;Celková nabídka účastníka;0;70002,4;CZK;9;19;19;61;poptavka;Elektro, elektromateriál;Osvětlení;6;177;3;Česká republika;0,1;0
9603;677-117-4734;117;4734;11.10.2019 14:00;21.10.2019 10:12;Opracowanie pro;Celková nabídka účastníka;11550;9600;PLN;15;11;11;10976;ERMMA;Inženýrská činnost;Projektová a schvalovací dokumentace ke stavební činnosti;1;25;1;PL;0,1;0,168831169
9604;677-117-4735;117;4735;11.10.2019 14:30;21.10.2019 11:10;Opracowanie pro;Celková nabídka účastníka;1872;3120;PLN;17;8;8;10976;ERMMA;Inženýrská činnost;Projektová a schvalovací dokumentace ke stavební činnosti;1;8;0;PL;0,1;-0,666666667
9605;198-116-6591;116;6591;21.10.2019 10:50;21.10.2019 11:21;Roční servisní ;Celková nabídka účastníka;46262,4;48000;CZK;1;1;1;6671;nipon;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;1;1;Česká republika;0;-0,03755966
9606;1105-60-3100;60;3100;21.10.2019 8:00;21.10.2019 12:00;Silniční doprav;Jednotlivé položky;0;40800;CZK;38;28;28;5999;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;2;489;0;;0;0
9607;1423-2-550;2;550;15.10.2019 13:00;21.10.2019 12:00;„Wykonanie  i d;Celková nabídka účastníka;0;227169,2;PLN;5;7;7;1696;poptavka;Stavebnictví;Stavební materiály;1;66;0;;0,1;0
9608;636-1-3417;1;3417;9.10.2019 12:44;21.10.2019 12:00;Kolo ozubené č.;Celková nabídka účastníka;0;151038,6;CZK;10;18;18;335;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;81;0;Česká republika;0,1;0
9609;148-88-5864;88;5864;18.10.2019 10:30;21.10.2019 12:25;Plech tl. hladk;Jednotlivé položky;117808,42;90539,52;CZK;4;13;13;6704;ERMMA;Hutní materiál, kovy a slitiny;Plechy;5;61;5;Česká republika;0,3;0,231468175
9610;162-1-10209;1;10209;17.10.2019 13:00;21.10.2019 12:30;Overenie merača;Jednotlivé položky;0;36,1;EUR;12;2;2;6238;poptavka;Stroje, zařízení, nástroje, nářadí;Měřicí přístroje;2;4;0;Slovenská republika;0,1;0
9611;1423-2-551;2;551;15.10.2019 13:30;21.10.2019 12:30;„DOSTAWA łączni;Multikriteriální hodnocení;0;5418;PLN;1;7;7;399;poptavka;Stavebnictví;Stavební materiály;1;24;0;;0,1;0
9612;1120-36-3038;36;3038;21.10.2019 8:23;21.10.2019 13:23;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;12;32;32;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;17;191;0;;0,1;0
9613;1120-36-3039;36;3039;21.10.2019 10:36;21.10.2019 13:36;plechy-21.10.20;Jednotlivé položky;0;1197,99;EUR;14;30;30;9518;poptavka;Hutní materiál, kovy a slitiny;Plechy;10;203;0;;0,1;0
9614;100-45-1461;45;1461;1.10.2019 12:00;21.10.2019 13:55;Ocelové pásky v;Jednotlivé položky;35407,4;1228,8;EUR;8;11;11;2976;ERMMA;Hutní materiál, kovy a slitiny;Plechy;8;381;179;Česká republika;0;0,96529539
9615;1423-2-548;2;548;15.10.2019 8:30;21.10.2019 14:00;„Wykonanie prze;Celková nabídka účastníka;0;556200;PLN;6;16;16;1417;poptavka;Stavebnictví;Stavební úpravy potrubí a plynovodů;1;148;0;;0,1;0
9616;1481-50-2418;50;2418;10.10.2019 12:30;21.10.2019 14:00;Patkové zvedáky;Multikriteriální hodnocení;0;2121600;CZK;7;26;26;8034;poptavka;Stroje, zařízení, nástroje, nářadí;Manipulační technika, vozíky;1;145;0;;0,1;0
9617;468-1-620;1;620;14.10.2019 10:00;21.10.2019 14:30;Syr EIDAM TEHLA;Celková nabídka účastníka;0;118008;EUR;12;32;32;583;ERMMA;Potraviny a nápoje;Mléko a mléčné výrobky;1;387;10;Slovenská republika;0,5;0
9618;374-1-96;1;96;16.10.2019 7:00;21.10.2019 15:00;Pneumatiky - ná;Celková nabídka účastníka;0;0;EUR;3;3;3;0;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;4;21;0;Slovenská republika;0,1;0
9619;1197-8-751;8;751;15.10.2019 11:00;21.10.2019 16:00;Dostawa części ;Multikriteriální hodnocení;0;5603,48;PLN;5;20;20;962;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;23;91;0;;0,1;0
9620;1120-36-3041;36;3041;21.10.2019 15:00;22.10.2019 8:30;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;11;37;37;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;12;499;0;;0,1;0
9621;1464-47-1763;47;1763;17.10.2019 8:00;22.10.2019 8:30;Rámy a desky F6;Celková nabídka účastníka;11886;14116,8;EUR;8;8;8;5342;ERMMA;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;1;32;0;;0,1;-0,187682988
9622;162-1-10213;1;10213;15.10.2019 9:15;22.10.2019 9:00;Stavač brzdovýc;Celková nabídka účastníka;0;4365,9;EUR;24;2;2;6247;poptavka;Dopravní služby, auto-moto a příslušenství;Železniční doprava;1;2;0;Slovenská republika;0,1;0
9623;585-1-4015;1;4015;15.10.2019 8:00;22.10.2019 9:20;Trvanlivé potra;Celková nabídka účastníka;13393,4208;13798,8972;EUR;-1;8;8;656;ERMMA;Potraviny a nápoje;Mléko a mléčné výrobky;57;90;0;Slovenská republika;0,5;-0,030274297
9624;80-1-2615;1;2615;7.10.2019 9:00;22.10.2019 9:39;Uzené maso a uz;Celková nabídka účastníka;0;0;CZK;14;24;24;0;ERMMA;Potraviny a nápoje;Maso a masové výrobky;19;288;70;Česká republika;0;0
9625;1120-36-3040;36;3040;21.10.2019 14:59;22.10.2019 9:59;profily-21.10.2;Multikriteriální hodnocení;0;0;EUR;12;47;47;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;22;484;0;;0,1;0
9626;1465-19-1900;19;1900;22.10.2019 10:30;22.10.2019 11:10;Taxi to Karlsru;Jednotlivé položky;0;158,4;EUR;17;11;11;1713;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;104;0;;0;0
9627;162-1-10222;1;10222;17.10.2019 13:00;22.10.2019 11:30;Poistka a venti;Jednotlivé položky;2131,8;830,3;EUR;17;2;2;2074;ERMMA;Stroje, zařízení, nástroje, nářadí;Náhradní díly;2;33;5;Slovenská republika;0,1;0,610516934
9628;106-83-6649;83;6649;11.10.2019 14:00;22.10.2019 12:00;Oprava Chaty Hu;Celková nabídka účastníka;59286,6942;59286,6942;EUR;2;11;11;8102;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;21;0;Slovenská republika;0,1;0
9629;1197-8-748;8;748;15.10.2019 10:30;22.10.2019 12:20;Dostawa części ;Multikriteriální hodnocení;0;7997,6;PLN;4;14;14;416;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;2;502;0;;0,1;0
9630;1459-1-1354;1;1354;17.10.2019 10:00;22.10.2019 13:00;DEM12-18 - Odst;Jednotlivé položky;120000;131034;CZK;3;14;14;3944;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;106;0;;0;-0,09195
9631;1120-36-3042;36;3042;22.10.2019 8:58;22.10.2019 13:58;plechy-22.10.20;Multikriteriální hodnocení;0;13255,1076;EUR;4;24;24;10585;poptavka;Hutní materiál, kovy a slitiny;Plechy;13;536;0;;0,1;0
9632;198-116-6557;116;6557;10.10.2019 14:30;22.10.2019 14:00;Oprava čerpadla;Celková nabídka účastníka;2065;2065;CZK;2;5;5;6505;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;6;0;Česká republika;0,1;0
9633;1120-36-3043;36;3043;22.10.2019 11:23;22.10.2019 14:23;plechy-22.10.20;Multikriteriální hodnocení;0;15229,676;EUR;6;27;27;9229;poptavka;Hutní materiál, kovy a slitiny;Plechy;6;281;0;;0,1;0
9634;1464-47-1765;47;1765;18.10.2019 13:00;22.10.2019 14:34;Dodávka předsli;Celková nabídka účastníka;7486;7600;EUR;4;6;6;4452;ERMMA;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;1;50;44;;0;-0,015228426
9635;198-116-6579;116;6579;15.10.2019 14:30;22.10.2019 16:30;Díly Envirmine;Jednotlivé položky;0;22040;CZK;-1;4;4;4488;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;2;5;0;Česká republika;0,1;0
9636;1120-36-3046;36;3046;22.10.2019 13:48;22.10.2019 16:48;plechy-22.10.20;Multikriteriální hodnocení;0;1723,8;EUR;3;22;22;9333;poptavka;Hutní materiál, kovy a slitiny;Plechy;2;236;0;;0,1;0
9637;198-116-6585;116;6585;15.10.2019 15:00;22.10.2019 17:00;Náhradní díly  ;Jednotlivé položky;0;37145,28;CZK;3;3;3;6660;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;4;7;0;Česká republika;0,1;0
9638;1120-36-3044;36;3044;22.10.2019 11:51;23.10.2019 8:51;Profily AB MIX ;Multikriteriální hodnocení;0;549,21615;EUR;12;37;37;9243;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;4;189;0;;0,1;0
9639;585-1-4016;1;4016;16.10.2019 8:00;23.10.2019 9:20;Trvanlivé potra;Celková nabídka účastníka;11495,925;11089,3686;EUR;5;12;12;714;ERMMA;Potraviny a nápoje;Maso a masové výrobky;18;110;0;Slovenská republika;0,5;0,035365262
9640;162-1-10218;1;10218;16.10.2019 13:00;23.10.2019 9:24;ojnica, čerpadl;Jednotlivé položky;13085,2515;2042,5;EUR;9;3;3;2112;ERMMA;Dopravní služby, auto-moto a příslušenství;Železniční doprava;2;17;4;Slovenská republika;0,1;0,843908235
9641;198-116-6569;116;6569;15.10.2019 9:30;23.10.2019 10:00;Ložisko;Jednotlivé položky;2548,8;2655;CZK;21;15;15;6308;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;1;16;0;Česká republika;0,1;-0,041666667
9642;106-77-6654;77;6654;14.10.2019 14:00;23.10.2019 10:00;Hájenka Podhrad;Celková nabídka účastníka;61740;65208,6552;EUR;5;3;3;9786;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;7;0;Slovenská republika;0,1;-0,056181652
9643;106-77-6655;77;6655;14.10.2019 14:00;23.10.2019 10:00;Lesná cesta Kys;Celková nabídka účastníka;57420;57992,27;EUR;1;8;8;10619;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;9;0;Slovenská republika;0,1;-0,009966388
9644;106-77-6664;77;6664;16.10.2019 14:30;23.10.2019 11:00;Plechová dvojga;Celková nabídka účastníka;11166,6509;10746,1284;EUR;4;2;2;10636;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;3;0;Slovenská republika;0,1;0,037658785
9645;1430-27-651;27;651;14.10.2019 10:00;23.10.2019 11:45;Ausschreibung P;Skupiny položek;84345,04;41328;EUR;7;19;19;2181;ERMMA;Obaly;Dřevěné obaly a palety;7;118;0;;0,1;0,510012681
9646;198-116-6525;116;6525;1.10.2019 13:30;23.10.2019 12:00;Náhradní díly ;Jednotlivé položky;0;27354;CZK;0;2;2;3946;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;4;13;0;Česká republika;0,1;0
9647;198-116-6572;116;6572;15.10.2019 12:00;23.10.2019 12:30;SYSTÉM HLÍDÁNÍ ;Jednotlivé položky;24396;21496,5;CZK;25;4;4;4268;poptavka;Stroje, zařízení, nástroje, nářadí;Měřicí přístroje;1;6;0;Česká republika;0,1;0,118851451
9648;198-116-6563;116;6563;14.10.2019 11:00;23.10.2019 13:00;Náhradní díly  ;Jednotlivé položky;0;136770,9;CZK;1;4;4;6660;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;11;14;0;Česká republika;0,1;0
9649;1120-36-3047;36;3047;23.10.2019 10:30;23.10.2019 13:30;plechy-23.10.20;Multikriteriální hodnocení;0;0;EUR;12;29;29;0;poptavka;Hutní materiál, kovy a slitiny;Plechy;10;310;0;;0,1;0
9650;106-78-6659;78;6659;16.10.2019 9:00;23.10.2019 15:00;"&quot;Oprava ch";Celková nabídka účastníka;59278,92;57383,5276;EUR;5;8;8;10626;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;9;0;Slovenská republika;0,1;0,031974139
9651;148-88-5866;88;5866;23.10.2019 7:15;24.10.2019 6:00;Pás (svitek) AL;Celková nabídka účastníka;0;29402,5;CZK;7;7;7;8020;poptavka;Hutní materiál, kovy a slitiny;Plechy;1;7;0;Česká republika;0,1;0
9652;1120-36-3048;36;3048;23.10.2019 14:21;24.10.2019 8:21;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;15;24;24;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;8;425;0;;0,1;0
9653;1105-60-3102;60;3102;23.10.2019 12:45;24.10.2019 9:00;Silniční doprav;Celková nabídka účastníka;0;72960;CZK;48;41;41;8956;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;2;669;0;;0;0
9654;636-1-3439;1;3439;21.10.2019 9:30;24.10.2019 9:00;Ložisko soud.2ř;Celková nabídka účastníka;0;15080;CZK;26;16;16;1174;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;1;32;0;Česká republika;0,1;0
9655;106-81-6662;81;6662;16.10.2019 10:30;24.10.2019 9:00;Oprava strechy ;Celková nabídka účastníka;17309,16;16149,905;EUR;2;4;4;7303;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;6;0;Slovenská republika;0,1;0,066973498
9656;162-1-10088;1;10088;19.9.2019 9:00;24.10.2019 9:45;Zabezpečenie le;Celková nabídka účastníka;391996,7268;267952,82;EUR;10;2;2;6210;ERMMA;Zdravotnictví;Zdravotnické služby;38;236;25;Slovenská republika;0,1;0,31644118
9657;636-1-3442;1;3442;22.10.2019 10:30;24.10.2019 10:00;Spojovaci mater;Celková nabídka účastníka;0;38454,22;CZK;17;21;21;1196;poptavka;Stroje, zařízení, nástroje, nářadí;Spojovací materiál;11;153;0;Česká republika;0,1;0
9658;162-1-10221;1;10221;22.10.2019 9:25;24.10.2019 10:00;Nadstavec dilat;Celková nabídka účastníka;1944;2106;EUR;6;2;2;100;poptavka;Dopravní služby, auto-moto a příslušenství;Železniční doprava;1;2;0;Slovenská republika;0,1;-0,083333333
9659;636-1-3438;1;3438;21.10.2019 9:30;24.10.2019 10:00;Ložisko soud.ax;Celková nabídka účastníka;0;93480;CZK;23;22;22;1174;poptavka;Stroje, zařízení, nástroje, nářadí;Ložiska, gufera;1;111;0;Česká republika;0,1;0
9660;148-88-5865;88;5865;22.10.2019 11:30;24.10.2019 10:15;Dráty svařovací;Jednotlivé položky;326422,656;311603,04;CZK;7;7;7;7285;ERMMA;Stroje, zařízení, nástroje, nářadí;Svařovací materiály a služby;3;17;0;Česká republika;0,3;0,045400084
9661;1120-36-3049;36;3049;24.10.2019 7:23;24.10.2019 10:23;profily-24.10.2;Multikriteriální hodnocení;0;0;EUR;12;28;28;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;12;257;0;;0,1;0
9662;106-89-6651;89;6651;15.10.2019 8:30;24.10.2019 11:00;Robotnícky dom ;Celková nabídka účastníka;25836,7981;24051,4119;EUR;2;9;9;7561;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;16;0;Slovenská republika;0,1;0,069102456
9663;162-1-10224;1;10224;21.10.2019 10:30;24.10.2019 12:00;;Celková nabídka účastníka;0;675,0612;EUR;12;4;4;5058;poptavka;Úklid, úklidové služby;Průmyslové a chemické čištění;2;17;0;Slovenská republika;0,1;0
9664;1104-50-1952;50;1952;24.10.2019 10:00;24.10.2019 13:00;Export Velká Bí;Celková nabídka účastníka;3877,65;3007;EUR;13;3;3;7861;poptavka;Dopravní služby, auto-moto a příslušenství;Nákladní automobily;1;3;0;;0;0,224530321
9665;1105-60-3103;60;3103;24.10.2019 8:20;24.10.2019 13:00;Silniční doprav;Celková nabídka účastníka;0;50900;CZK;45;21;21;5993;poptavka;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;153;0;;0;0
9666;258-20-1323;20;1323;23.10.2019 13:00;24.10.2019 13:00;Visačky, návody;Celková nabídka účastníka;0;15166,32;CZK;3;7;7;3181;poptavka;Marketing, reklama a tisk;Tisk, tiskařské služby;12;98;0;CZ;0,1;0
9667;162-1-10219;1;10219;22.10.2019 7:30;24.10.2019 13:00;Kompozícia olov;Celková nabídka účastníka;31312;31600;EUR;3;2;2;5875;poptavka;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;1;4;0;Slovenská republika;0,1;-0,009197752
9668;106-103-6653;103;6653;15.10.2019 13:00;24.10.2019 13:00;Rekonštrukcia p;Celková nabídka účastníka;169977;166208,3528;EUR;3;6;6;10613;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;10;0;Slovenská republika;0,1;0,022171513
9669;291-107-4019;107;4019;22.10.2019 10:30;24.10.2019 13:20;Periodické prof;Celková nabídka účastníka;0;6145,92;EUR;2;5;5;5490;ERMMA;Stroje, zařízení, nástroje, nářadí;Řídící a automatické systémy;7;27;0;Slovenská republika;0,25;0
9670;162-1-10099;1;10099;19.9.2019 9:00;24.10.2019 13:20;Zabezpečenie le;Celková nabídka účastníka;19598,04;22736,34;EUR;6;1;1;6210;ERMMA;Zdravotnictví;Zdravotnické služby;4;4;0;Slovenská republika;0,1;-0,16013336
9671;1120-36-3050;36;3050;24.10.2019 10:55;24.10.2019 13:55;plechy-24.10.20;Jednotlivé položky;0;3323,25;EUR;4;35;35;9262;poptavka;Hutní materiál, kovy a slitiny;Plechy;2;259;0;;0,1;0
9672;1470-51-1929;51;1929;7.10.2019 8:00;24.10.2019 14:00;OS 9511  Komuni;Celková nabídka účastníka;413538,32;714345;EUR;0;6;6;7997;zapecetene;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;7;1;;0;-0,727397355
9673;585-1-4017;1;4017;16.10.2019 13:10;24.10.2019 14:48;Čerstvé potravi;Celková nabídka účastníka;34907,55;29769,2542;EUR;6;8;8;272;ERMMA;Potraviny a nápoje;Maso a masové výrobky;49;486;9;Slovenská republika;0,5;0,147197262
9674;1465-19-1903;19;1903;24.10.2019 14:15;24.10.2019 14:55;Preprava Spanie;Jednotlivé položky;0;3643,5;EUR;18;12;12;1713;ERMMA;Dopravní služby, auto-moto a příslušenství;Silniční přeprava;1;753;0;;0;0
9675;198-116-6582;116;6582;15.10.2019 15:00;24.10.2019 15:00;šoupátka,kohout;Jednotlivé položky;0;1905,414;CZK;43;5;5;4675;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;10;31;0;Česká republika;0,1;0
9676;198-116-6561;116;6561;14.10.2019 11:00;24.10.2019 16:00;šoupátka,armatu;Jednotlivé položky;0;5391,7934;CZK;47;11;11;4185;poptavka;Hutní materiál, kovy a slitiny;Roury, armatury a trubky;35;130;0;Česká republika;0,1;0
9677;84-74-2947;74;2947;26.9.2019 7:37;25.10.2019 8:30;Dodávka a výměn;Celková nabídka účastníka;0;180635,52;CZK;7;33;33;5496;poptavka;Stroje, zařízení, nástroje, nářadí;Dopravníkové pásy, drtící stroje;16;799;0;Česká republika;0,1;0
9678;1120-36-3051;36;3051;24.10.2019 13:32;25.10.2019 8:32;Profily AB MIX ;Multikriteriální hodnocení;0;0;EUR;13;36;35;0;poptavka;Hutní materiál, kovy a slitiny;Tyče a dráty;6;228;0;;0,1;0
9679;198-116-6588;116;6588;17.10.2019 10:00;25.10.2019 9:30;Tvarovky šamovo;Jednotlivé položky;96661,998;89154,27;CZK;5;2;2;4146;poptavka;Stavebnictví;Stavební materiály;2;9;0;Česká republika;0,1;0,077669903
9680;585-1-4024;1;4024;16.10.2019 12:00;25.10.2019 9:50;Dodávka a montá;Celková nabídka účastníka;0;2850,636;EUR;1;7;7;4200;ERMMA;Elektro, elektromateriál;Elektroinstalační práce;1;14;0;Slovenská republika;0,5;0
9681;1105-60-3101;60;3101;23.10.2019 8:00;25.10.2019 10:00;Nástroje pro ob;Jednotlivé položky;197411,57;8494,5;CZK;43;36;36;5939;poptavka;Stroje, zařízení, nástroje, nářadí;Nářadí a nástroje;15;418;0;;0,1;0,956970607
9682;106-102-6663;102;6663;18.10.2019 10:30;25.10.2019 10:00;Vysokozdvižný v;Multikriteriální hodnocení;18679,5;17450,3;EUR;1;2;2;10639;ERMMA;Stroje, zařízení, nástroje, nářadí;Manipulační technika, vozíky;1;7;0;Slovenská republika;0,1;0,065804759
9683;198-116-6580;116;6580;15.10.2019 14:30;25.10.2019 10:00;Díly RPS;Jednotlivé položky;0;57249,4;CZK;0;4;4;4402;poptavka;Stroje, zařízení, nástroje, nářadí;Náhradní díly;1;5;0;Česká republika;0,1;0
9684;198-116-6550;116;6550;9.10.2019 11:30;25.10.2019 10:00;PORUCHA Hasicí ;Jednotlivé položky;0;20188;CZK;9;6;6;4430;poptavka;Stroje, zařízení, nástroje, nářadí;Opravy a údržba;1;6;0;Česká republika;0,1;0
9685;1481-50-2303;50;2303;12.9.2019 14:00;25.10.2019 10:00;Rekonstrukce jí;Multikriteriální hodnocení;0;2708578,88;CZK;17;16;16;9330;poptavka;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;413;0;;0,1;0
9686;1464-47-1764;47;1764;21.10.2019 13:00;25.10.2019 10:04;Dodavky Al slit;Jednotlivé položky;775680;95326,5;EUR;12;14;14;4454;ERMMA;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;6;267;183;;0;0,877105894
9687;1072-6-944;6;944;25.10.2019 7:30;25.10.2019 10:20;Výběrové řízení;Jednotlivé položky;0;261900;CZK;13;2;2;3359;ERMMA;Hutní materiál, kovy a slitiny;Kovy, slitiny, nerez a odlitky;1;7;0;;0,1;0
9688;585-1-4020;1;4020;16.10.2019 14:30;25.10.2019 10:20;Výmena strechy ;Celková nabídka účastníka;26940,06;25400,628;EUR;4;5;5;3226;ERMMA;Stavebnictví;Stavební práce, rekonstrukce a revitalizace;1;12;0;Slovenská republika;0,5;0,057142857
